date,region,country,product_category,product_name,sales_channel,customer_segment,revenue,units_sold,new_customers,discount_rate,gross_margin,order_count,marketing_spend,conversion_rate,campaign_flag,is_promo_period
2024-05-27,APAC,Japan,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,4702.41,1,0,0.1066,0.5543,1,1273.12,0.0408,false,false
2024-05-27,LATAM,Mexico,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,5759.11,1,0,0.0596,0.6664,1,1566.59,0.0528,false,false
2024-05-27,LATAM,Brazil,Analytics Platform,Pipeline Analytics,Partner,Mid-Market,5025.21,4,1,0.0947,0.5541,4,883.41,0.0366,false,false
2024-05-27,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,3178.16,1,0,0.1147,0.5769,1,537.29,0.0313,false,false
2024-05-28,North America,Canada,Enterprise Suite,Insight Enterprise Cloud,Direct,Mid-Market,22671.92,5,1,0.0513,0.7008,4,3427.66,0.0667,false,false
2024-05-28,North America,United States,Analytics Platform,Forecast Studio,Partner,Enterprise,14960.97,9,1,0.0760,0.5760,6,2143.98,0.0548,false,false
2024-05-28,North America,United States,Automation Tools,Lead Scoring Add-on,Marketplace,Mid-Market,8747.48,24,7,0.0973,0.4773,21,1736.43,0.0479,false,false
2024-05-28,EMEA,France,Analytics Platform,Forecast Studio,Direct,Enterprise,12972.82,7,1,0.0536,0.6182,5,2791.53,0.0548,false,false
2024-05-28,EMEA,France,Services,Implementation Services,Partner,Enterprise,8333.11,3,0,0.0834,0.4257,2,1841.03,0.0453,false,false
2024-05-28,EMEA,United Kingdom,Automation Tools,CRM Workflow Pack,Marketplace,Mid-Market,7044.04,20,5,0.1007,0.4756,18,1081.64,0.0423,false,false
2024-05-28,APAC,Australia,Automation Tools,Lead Scoring Add-on,Direct,Enterprise,11890.09,27,3,0.0532,0.5135,19,2734.58,0.0566,false,false
2024-05-28,APAC,Australia,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,8498.03,1,0,0.0732,0.5686,1,1762.54,0.0483,false,false
2024-05-28,APAC,Japan,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,5367.48,1,0,0.1141,0.5453,1,1260.71,0.0463,false,false
2024-05-28,LATAM,Mexico,Services,Implementation Services,Direct,Enterprise,7651.52,2,0,0.0669,0.4756,1,1355.87,0.0527,false,false
2024-05-28,LATAM,Chile,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,5200.13,1,0,0.0961,0.5990,1,794.55,0.0397,false,false
2024-05-28,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,2571.20,1,0,0.1068,0.5995,1,617.40,0.0314,false,false
2024-05-29,North America,United States,Analytics Platform,Forecast Studio,Direct,Enterprise,24134.76,14,2,0.0647,0.6278,10,3722.82,0.0637,false,false
2024-05-29,North America,Canada,Analytics Platform,Forecast Studio,Partner,Enterprise,14869.07,8,1,0.0910,0.5690,6,2696.86,0.0540,false,false
2024-05-29,North America,United States,Analytics Platform,Forecast Studio,Marketplace,Enterprise,8708.83,5,1,0.0995,0.5767,4,1686.47,0.0509,false,false
2024-05-29,EMEA,France,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,13671.54,2,0,0.0634,0.6763,1,2907.95,0.0597,false,false
2024-05-29,EMEA,United Arab Emirates,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,9582.22,2,0,0.0758,0.6236,1,1756.94,0.0443,false,false
2024-05-29,EMEA,United Kingdom,Analytics Platform,Forecast Studio,Marketplace,SMB,6939.17,6,3,0.1031,0.5454,6,1236.54,0.0374,false,false
2024-05-29,APAC,Japan,Automation Tools,Lead Scoring Add-on,Direct,Mid-Market,13457.74,38,7,0.0485,0.5125,33,2651.84,0.0605,false,false
2024-05-29,APAC,Japan,Analytics Platform,Pipeline Analytics,Partner,Enterprise,7503.32,4,0,0.0864,0.5016,3,1552.24,0.0491,false,false
2024-05-29,APAC,Singapore,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,5596.96,1,0,0.1067,0.5694,1,972.42,0.0429,false,false
2024-05-29,LATAM,Mexico,Automation Tools,Lead Scoring Add-on,Direct,Mid-Market,8680.12,24,6,0.0580,0.5221,21,1383.92,0.0476,false,false
2024-05-29,LATAM,Mexico,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,7114.38,16,2,0.0785,0.4745,12,855.50,0.0389,false,false
2024-05-29,LATAM,Mexico,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,3184.37,1,0,0.1117,0.6021,1,532.50,0.0362,false,false
2024-05-30,North America,United States,Analytics Platform,Forecast Studio,Direct,Enterprise,20356.13,12,1,0.0503,0.6452,9,4105.73,0.0621,false,false
2024-05-30,North America,Canada,Analytics Platform,Forecast Studio,Partner,Enterprise,14698.34,8,1,0.0932,0.5797,6,2330.17,0.0542,false,false
2024-05-30,North America,United States,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,9094.59,1,0,0.1118,0.6277,1,1701.98,0.0482,false,false
2024-05-30,EMEA,United Arab Emirates,Services,Implementation Services,Direct,Enterprise,17702.47,6,1,0.0520,0.4674,4,2760.47,0.0547,false,false
2024-05-30,EMEA,United Arab Emirates,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,10683.00,24,2,0.0833,0.4683,17,1874.81,0.0426,false,false
2024-05-30,EMEA,United Kingdom,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,6207.37,4,1,0.1085,0.5178,3,1170.59,0.0416,false,false
2024-05-30,APAC,Australia,Analytics Platform,Pipeline Analytics,Direct,Enterprise,14125.24,8,1,0.0699,0.5799,6,2648.03,0.0622,false,false
2024-05-30,APAC,Australia,Analytics Platform,Forecast Studio,Partner,Enterprise,9012.42,5,1,0.0809,0.5218,4,1606.81,0.0490,false,false
2024-05-30,APAC,Singapore,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,5128.11,1,0,0.1046,0.5687,1,1066.19,0.0480,false,false
2024-05-30,LATAM,Brazil,Automation Tools,Lead Scoring Add-on,Direct,Enterprise,4678.59,10,1,0.0589,0.5428,7,1366.67,0.0516,false,false
2024-05-30,LATAM,Brazil,Analytics Platform,Forecast Studio,Partner,Mid-Market,4539.43,3,1,0.0913,0.5279,3,1008.48,0.0384,false,false
2024-05-30,LATAM,Brazil,Analytics Platform,Pipeline Analytics,Marketplace,Mid-Market,3498.20,2,1,0.1091,0.5213,2,553.84,0.0310,false,false
2024-05-31,North America,Canada,Analytics Platform,Forecast Studio,Direct,SMB,20725.49,19,10,0.0657,0.6462,20,4020.39,0.0625,false,false
2024-05-31,North America,United States,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,12928.10,2,0,0.0897,0.6713,1,2211.50,0.0541,false,false
2024-05-31,North America,United States,Services,Enablement Workshop,Marketplace,Enterprise,8451.71,3,0,0.1016,0.4522,2,1593.59,0.0520,false,false
2024-05-31,EMEA,Germany,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,13494.27,2,0,0.0480,0.6889,1,2493.00,0.0600,false,false
2024-05-31,EMEA,United Kingdom,Analytics Platform,Forecast Studio,Partner,Enterprise,10507.61,6,1,0.0893,0.5538,4,1793.40,0.0423,false,false
2024-05-31,EMEA,United Kingdom,Analytics Platform,Forecast Studio,Marketplace,Enterprise,6229.80,4,1,0.0957,0.5360,3,1322.11,0.0421,false,false
2024-05-31,APAC,Australia,Enterprise Suite,Revenue Intelligence Pro,Direct,Mid-Market,13474.03,3,1,0.0603,0.6292,3,2531.35,0.0564,false,false
2024-05-31,APAC,India,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,7519.82,1,0,0.0837,0.5631,1,1716.92,0.0433,false,false
2024-05-31,APAC,India,Analytics Platform,Forecast Studio,Marketplace,Enterprise,6215.82,4,1,0.1086,0.5020,3,1228.86,0.0426,false,false
2024-05-31,LATAM,Brazil,Automation Tools,CRM Workflow Pack,Direct,Mid-Market,10573.96,30,9,0.0712,0.5186,26,1452.63,0.0511,false,false
2024-05-31,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,4503.44,1,0,0.0945,0.5982,1,894.93,0.0361,false,false
2024-05-31,LATAM,Mexico,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,2897.45,2,0,0.0944,0.5083,1,681.81,0.0316,false,false
2024-06-01,North America,United States,Analytics Platform,Pipeline Analytics,Direct,Enterprise,16625.31,10,1,0.0541,0.6515,7,4073.81,0.0672,false,false
2024-06-01,North America,United States,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,12187.49,2,0,0.0764,0.6686,1,2198.76,0.0518,false,false
2024-06-01,North America,Canada,Services,Implementation Services,Marketplace,Mid-Market,8436.90,3,1,0.1067,0.4464,3,1706.51,0.0460,false,false
2024-06-01,EMEA,United Kingdom,Automation Tools,Lead Scoring Add-on,Direct,Enterprise,14070.21,31,3,0.0550,0.5318,22,2947.40,0.0575,false,false
2024-06-01,EMEA,United Arab Emirates,Analytics Platform,Pipeline Analytics,Partner,Mid-Market,7767.49,6,1,0.0836,0.5709,5,1862.04,0.0468,false,false
2024-06-01,EMEA,France,Automation Tools,Lead Scoring Add-on,Marketplace,SMB,5414.30,19,9,0.0959,0.4675,20,1366.45,0.0380,false,false
2024-06-01,APAC,Australia,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,13159.84,2,0,0.0489,0.6387,1,2761.61,0.0638,false,false
2024-06-01,APAC,Japan,Analytics Platform,Pipeline Analytics,Partner,Enterprise,7023.30,4,0,0.0866,0.5248,3,1834.52,0.0502,false,false
2024-06-01,APAC,Australia,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,4682.59,10,1,0.1065,0.4158,7,1091.86,0.0477,false,false
2024-06-01,LATAM,Chile,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,6668.60,1,0,0.0698,0.6757,1,1263.84,0.0533,false,false
2024-06-01,LATAM,Mexico,Automation Tools,CRM Workflow Pack,Partner,Enterprise,4288.97,10,1,0.0826,0.4776,7,889.66,0.0345,false,false
2024-06-01,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,1930.78,1,0,0.0942,0.6011,1,677.17,0.0365,false,false
2024-06-02,North America,Canada,Analytics Platform,Pipeline Analytics,Direct,Mid-Market,17430.60,12,2,0.0481,0.6377,11,3848.03,0.0653,false,false
2024-06-02,North America,Canada,Services,Implementation Services,Partner,Mid-Market,12847.90,5,1,0.0960,0.4605,4,2206.54,0.0473,false,false
2024-06-02,North America,Canada,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,8519.88,19,2,0.1049,0.4999,14,1635.25,0.0451,false,false
2024-06-02,EMEA,Germany,Automation Tools,Lead Scoring Add-on,Direct,SMB,13281.55,48,18,0.0647,0.5274,50,2838.96,0.0577,false,false
2024-06-02,EMEA,United Arab Emirates,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,8557.84,1,0,0.0968,0.6409,1,1580.79,0.0465,false,false
2024-06-02,EMEA,United Kingdom,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,5559.81,1,0,0.1027,0.5872,1,1193.46,0.0389,false,false
2024-06-02,APAC,Singapore,Analytics Platform,Forecast Studio,Direct,Enterprise,11642.26,7,1,0.0595,0.5755,5,2731.35,0.0637,false,false
2024-06-02,APAC,Australia,Automation Tools,CRM Workflow Pack,Partner,SMB,6472.47,23,11,0.0792,0.4334,24,1869.52,0.0483,false,false
2024-06-02,APAC,Japan,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,4936.90,11,1,0.0971,0.4369,8,988.24,0.0434,false,false
2024-06-02,LATAM,Brazil,Services,Implementation Services,Direct,Enterprise,7088.21,2,0,0.0659,0.4780,1,1431.14,0.0501,false,false
2024-06-02,LATAM,Mexico,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,4110.26,1,0,0.0805,0.6023,1,928.77,0.0392,false,false
2024-06-02,LATAM,Mexico,Analytics Platform,Forecast Studio,Marketplace,Mid-Market,1922.11,1,0,0.1116,0.5044,1,689.50,0.0300,false,false
2024-06-03,North America,United States,Analytics Platform,Pipeline Analytics,Direct,Mid-Market,24194.75,17,5,0.0645,0.6621,15,3277.66,0.0656,false,false
2024-06-03,North America,United States,Services,Enablement Workshop,Partner,Enterprise,12903.48,4,0,0.0776,0.4588,3,2106.05,0.0534,false,false
2024-06-03,North America,Canada,Analytics Platform,Pipeline Analytics,Marketplace,SMB,8716.33,8,3,0.1102,0.5711,8,1504.53,0.0493,false,false
2024-06-03,EMEA,France,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,16421.54,3,0,0.0621,0.6958,2,2911.18,0.0546,false,false
2024-06-03,EMEA,United Arab Emirates,Enterprise Suite,Revenue Intelligence Pro,Partner,SMB,9927.47,3,1,0.0766,0.6264,3,1862.67,0.0437,false,false
2024-06-03,EMEA,United Kingdom,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,7372.95,16,2,0.1127,0.4716,12,1129.06,0.0438,false,false
2024-06-03,APAC,Japan,Automation Tools,CRM Workflow Pack,Direct,Enterprise,11873.52,27,3,0.0713,0.5069,19,2714.97,0.0577,false,false
2024-06-03,APAC,India,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,8705.74,19,3,0.0776,0.4328,14,1817.47,0.0470,false,false
2024-06-03,APAC,India,Automation Tools,Lead Scoring Add-on,Marketplace,Mid-Market,6799.88,19,4,0.0940,0.4372,17,1189.76,0.0448,false,false
2024-06-03,LATAM,Mexico,Analytics Platform,Forecast Studio,Direct,Enterprise,6815.99,4,0,0.0685,0.5960,3,1243.12,0.0487,false,false
2024-06-03,LATAM,Chile,Analytics Platform,Pipeline Analytics,Partner,Enterprise,5180.50,3,0,0.0757,0.5232,2,1024.14,0.0394,false,false
2024-06-03,LATAM,Mexico,Services,Implementation Services,Marketplace,Enterprise,2687.22,1,0,0.1147,0.3891,1,686.69,0.0329,false,false
2024-06-04,North America,Canada,Analytics Platform,Pipeline Analytics,Direct,Mid-Market,22476.16,16,4,0.0527,0.6293,14,3582.42,0.0606,false,false
2024-06-04,North America,Canada,Automation Tools,Lead Scoring Add-on,Partner,SMB,14360.53,51,18,0.0969,0.5117,54,2220.53,0.0526,false,false
2024-06-04,North America,United States,Services,Enablement Workshop,Marketplace,Enterprise,9550.90,3,0,0.1058,0.4305,2,1754.75,0.0513,false,false
2024-06-04,EMEA,United Kingdom,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,13964.67,2,0,0.0703,0.6755,1,2669.36,0.0539,false,false
2024-06-04,EMEA,United Kingdom,Analytics Platform,Pipeline Analytics,Partner,SMB,10129.93,9,4,0.0732,0.5413,9,1949.67,0.0437,false,false
2024-06-04,EMEA,United Arab Emirates,Services,Implementation Services,Marketplace,Enterprise,6273.74,2,0,0.1018,0.3964,1,1089.26,0.0376,false,false
2024-06-04,APAC,Australia,Automation Tools,Lead Scoring Add-on,Direct,Mid-Market,14739.01,41,7,0.0713,0.5044,36,2591.04,0.0563,false,false
2024-06-04,APAC,Singapore,Analytics Platform,Forecast Studio,Partner,Mid-Market,7189.88,5,1,0.0796,0.5263,4,1450.52,0.0453,false,false
2024-06-04,APAC,Singapore,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,6325.98,14,2,0.0959,0.4160,10,1163.12,0.0442,false,false
2024-06-04,LATAM,Mexico,Services,Enablement Workshop,Direct,Mid-Market,8338.46,3,1,0.0688,0.4767,3,1261.95,0.0499,false,false
2024-06-04,LATAM,Mexico,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,4664.30,1,0,0.0831,0.6115,1,785.57,0.0331,false,false
2024-06-04,LATAM,Brazil,Services,Implementation Services,Marketplace,SMB,4247.77,2,1,0.0961,0.4078,2,588.42,0.0329,false,false
2024-06-05,North America,United States,Analytics Platform,Pipeline Analytics,Direct,Enterprise,23999.92,14,2,0.0582,0.6384,10,3241.31,0.0642,false,false
2024-06-05,North America,Canada,Analytics Platform,Pipeline Analytics,Partner,Enterprise,14252.96,8,1,0.0789,0.5829,6,2231.76,0.0527,false,false
2024-06-05,North America,United States,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,9886.10,22,3,0.1150,0.4885,16,1598.29,0.0486,false,false
2024-06-05,EMEA,Germany,Automation Tools,Lead Scoring Add-on,Direct,SMB,13517.47,48,21,0.0652,0.5425,50,2663.42,0.0530,false,false
2024-06-05,EMEA,Germany,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,8552.98,1,0,0.0825,0.6205,1,1759.27,0.0452,false,false
2024-06-05,EMEA,United Kingdom,Services,Enablement Workshop,Marketplace,SMB,6008.46,3,1,0.0994,0.4160,3,1070.18,0.0375,false,false
2024-06-05,APAC,Australia,Automation Tools,Lead Scoring Add-on,Direct,Enterprise,13857.06,31,3,0.0648,0.5066,22,2363.31,0.0640,false,false
2024-06-05,APAC,Australia,Analytics Platform,Pipeline Analytics,Partner,Enterprise,8040.43,5,1,0.0762,0.4979,4,1610.26,0.0494,false,false
2024-06-05,APAC,Japan,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,4481.83,3,0,0.1100,0.4913,2,1073.36,0.0411,false,false
2024-06-05,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,8112.08,1,0,0.0645,0.6672,1,1277.09,0.0521,false,false
2024-06-05,LATAM,Mexico,Analytics Platform,Forecast Studio,Partner,Enterprise,5399.98,3,0,0.0872,0.5439,2,975.99,0.0369,false,false
2024-06-05,LATAM,Chile,Services,Enablement Workshop,Marketplace,Mid-Market,2889.65,1,0,0.1023,0.3879,1,600.24,0.0355,false,false
2024-06-06,North America,United States,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,25184.58,4,0,0.0716,0.7026,3,3970.80,0.0635,false,false
2024-06-06,North America,Canada,Services,Enablement Workshop,Partner,Enterprise,14115.64,5,1,0.0779,0.4689,4,2389.49,0.0547,false,false
2024-06-06,North America,Canada,Analytics Platform,Forecast Studio,Marketplace,Enterprise,9611.97,5,1,0.0943,0.5482,4,1666.65,0.0454,false,false
2024-06-06,EMEA,France,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,15589.49,3,0,0.0634,0.6777,2,2410.97,0.0592,false,false
2024-06-06,EMEA,Germany,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,9473.02,2,0,0.0831,0.6403,1,1941.04,0.0424,false,false
2024-06-06,EMEA,United Arab Emirates,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,5668.93,1,0,0.1123,0.5998,1,1316.58,0.0425,false,false
2024-06-06,APAC,Australia,Services,Enablement Workshop,Direct,Mid-Market,12346.34,5,1,0.0597,0.4258,4,2867.22,0.0638,false,false
2024-06-06,APAC,Singapore,Automation Tools,Lead Scoring Add-on,Partner,Mid-Market,8547.67,24,6,0.0874,0.4374,21,1698.79,0.0480,false,false
2024-06-06,APAC,Singapore,Automation Tools,CRM Workflow Pack,Marketplace,Mid-Market,5951.17,17,4,0.1116,0.4098,15,1009.73,0.0418,false,false
2024-06-06,LATAM,Brazil,Services,Implementation Services,Direct,Enterprise,6304.53,2,0,0.0612,0.4837,1,1513.47,0.0466,false,false
2024-06-06,LATAM,Brazil,Analytics Platform,Forecast Studio,Partner,Mid-Market,4477.10,3,1,0.0894,0.5472,3,1005.58,0.0343,false,false
2024-06-06,LATAM,Mexico,Automation Tools,Lead Scoring Add-on,Marketplace,Mid-Market,3434.48,10,2,0.1153,0.4463,9,604.37,0.0340,false,false
2024-06-07,North America,United States,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,21207.54,3,0,0.0494,0.7200,2,3480.75,0.0631,false,false
2024-06-07,North America,Canada,Analytics Platform,Pipeline Analytics,Partner,Enterprise,14907.80,9,1,0.0868,0.5780,6,2547.54,0.0516,false,false
2024-06-07,North America,Canada,Analytics Platform,Forecast Studio,Marketplace,Mid-Market,9477.46,7,2,0.0976,0.5557,6,1395.78,0.0490,false,false
2024-06-07,EMEA,United Kingdom,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,12844.01,2,0,0.0610,0.6721,1,2433.62,0.0552,false,false
2024-06-07,EMEA,France,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,9127.45,1,0,0.0958,0.6310,1,1785.59,0.0422,false,false
2024-06-07,EMEA,United Arab Emirates,Automation Tools,Lead Scoring Add-on,Marketplace,Mid-Market,7458.87,21,5,0.0971,0.4569,18,1039.36,0.0391,false,false
2024-06-07,APAC,Singapore,Analytics Platform,Forecast Studio,Direct,SMB,12019.29,11,4,0.0572,0.5558,12,2338.49,0.0581,false,false
2024-06-07,APAC,Japan,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,8939.32,1,0,0.0930,0.5766,1,1673.82,0.0464,false,false
2024-06-07,APAC,Australia,Automation Tools,Lead Scoring Add-on,Marketplace,SMB,4178.56,15,7,0.0941,0.4312,16,1051.66,0.0473,false,false
2024-06-07,LATAM,Mexico,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,8372.73,1,0,0.0492,0.6712,1,1216.34,0.0509,false,false
2024-06-07,LATAM,Mexico,Automation Tools,CRM Workflow Pack,Partner,Mid-Market,3731.70,10,3,0.0876,0.4832,9,1005.60,0.0402,false,false
2024-06-07,LATAM,Mexico,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,2761.49,1,0,0.0994,0.5860,1,572.38,0.0301,false,false
2024-06-08,North America,United States,Services,Enablement Workshop,Direct,Enterprise,19079.61,6,1,0.0552,0.5324,4,3767.60,0.0640,false,false
2024-06-08,North America,Canada,Analytics Platform,Pipeline Analytics,Partner,Mid-Market,11409.87,8,2,0.0862,0.6024,7,2058.72,0.0527,false,false
2024-06-08,North America,Canada,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,8235.37,1,0,0.1164,0.6357,1,1664.95,0.0510,false,false
2024-06-08,EMEA,France,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,11733.09,2,0,0.0615,0.6836,1,2586.00,0.0555,false,false
2024-06-08,EMEA,Germany,Automation Tools,CRM Workflow Pack,Partner,Enterprise,9449.92,21,3,0.0895,0.4743,15,1774.93,0.0450,false,false
2024-06-08,EMEA,Germany,Automation Tools,Lead Scoring Add-on,Marketplace,Mid-Market,4828.81,13,4,0.1053,0.4508,11,1175.79,0.0380,false,false
2024-06-08,APAC,Japan,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,9555.81,2,0,0.0629,0.6385,1,2806.14,0.0583,false,false
2024-06-08,APAC,India,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,5574.19,1,0,0.0827,0.5697,1,1870.54,0.0503,false,false
2024-06-08,APAC,India,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,4013.50,2,0,0.1022,0.4842,1,1065.42,0.0450,false,false
2024-06-08,LATAM,Brazil,Services,Implementation Services,Direct,Enterprise,6282.81,2,0,0.0515,0.4563,1,1444.13,0.0536,false,false
2024-06-08,LATAM,Chile,Services,Implementation Services,Partner,Enterprise,3329.35,1,0,0.0925,0.4074,1,981.99,0.0400,false,false
2024-06-08,LATAM,Chile,Analytics Platform,Forecast Studio,Marketplace,Enterprise,2259.17,1,0,0.0997,0.5181,1,581.21,0.0321,false,false
2024-06-09,North America,Canada,Automation Tools,Lead Scoring Add-on,Direct,Mid-Market,18962.15,53,13,0.0688,0.5817,47,4041.31,0.0660,false,false
2024-06-09,North America,Canada,Analytics Platform,Forecast Studio,Partner,Mid-Market,11802.45,8,2,0.0864,0.5854,7,2456.48,0.0527,false,false
2024-06-09,North America,United States,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,7162.92,1,0,0.0935,0.6176,1,1606.60,0.0446,false,false
2024-06-09,EMEA,United Kingdom,Analytics Platform,Pipeline Analytics,Direct,Enterprise,12907.61,7,1,0.0669,0.6198,5,2622.23,0.0527,false,false
2024-06-09,EMEA,United Kingdom,Enterprise Suite,Revenue Intelligence Pro,Partner,SMB,9317.55,2,1,0.0736,0.6073,2,1726.67,0.0447,false,false
2024-06-09,EMEA,Germany,Services,Implementation Services,Marketplace,Enterprise,5402.54,2,0,0.1045,0.4070,1,1165.01,0.0409,false,false
2024-06-09,APAC,Japan,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,9163.03,2,0,0.0651,0.6397,1,2539.44,0.0609,false,false
2024-06-09,APAC,Japan,Services,Implementation Services,Partner,Enterprise,6670.29,2,0,0.0733,0.3705,1,1476.79,0.0444,false,false
2024-06-09,APAC,Japan,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,5320.83,1,0,0.1092,0.5466,1,997.96,0.0438,false,false
2024-06-09,LATAM,Mexico,Analytics Platform,Forecast Studio,Direct,Enterprise,6626.06,4,0,0.0716,0.5858,3,1233.95,0.0465,false,false
2024-06-09,LATAM,Chile,Services,Implementation Services,Partner,SMB,5600.27,3,1,0.0778,0.4080,3,858.31,0.0390,false,false
2024-06-09,LATAM,Mexico,Automation Tools,CRM Workflow Pack,Marketplace,Mid-Market,2719.41,8,2,0.1078,0.4635,7,550.88,0.0351,false,false
2024-06-10,North America,Canada,Automation Tools,Lead Scoring Add-on,Direct,Mid-Market,22120.40,62,18,0.0550,0.5926,55,4017.39,0.0634,false,false
2024-06-10,North America,United States,Services,Implementation Services,Partner,Enterprise,15327.91,5,1,0.0762,0.4449,4,2384.50,0.0523,false,false
2024-06-10,North America,United States,Analytics Platform,Forecast Studio,Marketplace,Enterprise,9943.29,6,1,0.1091,0.5554,4,1619.94,0.0517,false,false
2024-06-10,EMEA,Germany,Automation Tools,CRM Workflow Pack,Direct,Enterprise,14275.55,32,4,0.0701,0.5501,23,3121.69,0.0538,false,false
2024-06-10,EMEA,Germany,Analytics Platform,Forecast Studio,Partner,SMB,10513.42,10,4,0.0859,0.5657,10,1542.63,0.0427,false,false
2024-06-10,EMEA,United Kingdom,Analytics Platform,Forecast Studio,Marketplace,Mid-Market,6426.84,5,1,0.1105,0.5398,4,1154.82,0.0383,false,false
2024-06-10,APAC,India,Services,Enablement Workshop,Direct,Enterprise,14796.61,5,0,0.0495,0.4225,4,2328.93,0.0573,false,false
2024-06-10,APAC,India,Analytics Platform,Pipeline Analytics,Partner,SMB,7986.59,7,3,0.0754,0.5028,7,1555.04,0.0468,false,false
2024-06-10,APAC,Japan,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,4535.21,10,1,0.1169,0.4279,7,1007.75,0.0432,false,false
2024-06-10,LATAM,Brazil,Services,Implementation Services,Direct,Mid-Market,8310.49,3,1,0.0704,0.4781,3,1428.98,0.0517,false,false
2024-06-10,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,6331.53,1,0,0.0829,0.5921,1,1024.93,0.0390,false,false
2024-06-10,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,4079.19,1,0,0.1093,0.5817,1,625.72,0.0303,false,false
2024-06-11,North America,Canada,Automation Tools,Lead Scoring Add-on,Direct,SMB,18934.12,68,28,0.0594,0.5596,71,3338.39,0.0624,false,false
2024-06-11,North America,Canada,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,13406.21,2,0,0.0789,0.6393,1,2257.10,0.0502,false,false
2024-06-11,North America,Canada,Analytics Platform,Forecast Studio,Marketplace,Enterprise,9137.54,5,1,0.1022,0.5516,4,1490.92,0.0485,false,false
